Dwight D. Eisenhower,"February 27, 1956","Executive Order 10661—Delegating to Certain Officers of the Government the Authority Vested in the President To Designate Persons From Foreign Countries Who May Be Permitted To Receive Instruction at the Military Naval Air Force and Merchant Marine Academies"
Dwight D. Eisenhower,"March 13, 1956","Executive Order 10662—Amendment of Executive Order No. 10480 and Revocation of Executive Order No. 10160 Relating to the Administration of the Defense Production Act of 1950"
Dwight D. Eisenhower,"March 24, 1956","Executive Order 10663—Administration of the Escapee Program"
Dwight D. Eisenhower,"April 2, 1956","Executive Order 10664—Restoring Certain Lands Comprising Portions of the Waianae-Kai Military Reservation to the Jurisdiction of the Territory of Hawaii"
Dwight D. Eisenhower,"April 23, 1956","Executive Order 10665—Restoring Certain Lands of the Schofield Barracks Military Reservation to the Jurisdiction of the Territory of Hawaii"
Dwight D. Eisenhower,"April 27, 1956","Executive Order 10666—Restoring Certain Land at Humuula North Hilo Hawaii to the Possession Use and Control of the Territory of Hawaii"
Dwight D. Eisenhower,"May 9, 1956","Executive Order 10667—Amendment of Executive Order No. 10629 Authorizing Enlistments in the Ready Reserve of the Army Reserve and Marine Corps Reserve To Authorize Enlistments in the Naval and Coast Guard Reserves"
Dwight D. Eisenhower,"May 10, 1956","Executive Order 10668—Amendment of Executive Order No. 2859 of May 11 1918 Relating to the National Research Council"
Dwight D. Eisenhower,"May 18, 1956","Executive Order 10669—Amendment of Executive Order No. 10495 Prescribing the Order of Succession of Officers To Act as Secretary of Defense Secretary of the Army Secretary of the Navy and Secretary of the Air Force"
Dwight D. Eisenhower,"June 12, 1956","Executive Order 10670—Establishing a Flag for the United States Army"
Dwight D. Eisenhower,"June 26, 1956","Executive Order 10671—Fleet Admiral Ernest J. King"
Dwight D. Eisenhower,"July 9, 1956","Executive Order 10672—Withholding of District of Columbia Income Taxes by Federal Agencies"
Dwight D. Eisenhower,"July 16, 1956","Executive Order 10673—Fitness of American Youth"
Dwight D. Eisenhower,"July 31, 1956","Executive Order 10674—Exempting Certain Officers and Employees in the Executive Branch of the Government From Automatic Separation From the Service"
Dwight D. Eisenhower,"August 21, 1956","Executive Order 10675—Amendment of Section 203 of Executive Order 10577 of November 22 1954 Providing for the Conversion of Certain Career-Conditional Appointments to Career Appointments"
Dwight D. Eisenhower,"September 1, 1956","Executive Order 10677—Amendment of Executive Order 10629 as Amended To Authorize Enlistments in the Ready Reserve of the Air Force Reserve"
Dwight D. Eisenhower,"September 1, 1956","Executive Order 10676—Designating the World Meteorological Organization as a Public International Organization Entitled To Enjoy Certain Privileges Exemptions and Immunities"
Dwight D. Eisenhower,"September 20, 1956","Executive Order 10678—Administration of the Functions of the Rubber Producing Facilities Disposal Commission"
Dwight D. Eisenhower,"September 20, 1956","Executive Order 10679—Withholding of Compensation of Certain Civilian Employees of the Army National Guard and the Air National Guard for State Employee Retirement System Purposes"
Dwight D. Eisenhower,"October 2, 1956","Executive Order 10680—Designating the International Finance Corporation as a Public International Organization Entitled To Enjoy Certain Privileges Exemptions and Immunities"
Dwight D. Eisenhower,"October 22, 1956","Executive Order 10682—Amendment of Section 2(c) of Executive Order 10530 Delegating to the Civil Service Commission the Authority of the President To Exempt Certain Employees From Automatic Separation From the Service"
Dwight D. Eisenhower,"October 22, 1956","Executive Order 10681—Amendment of Executive Order No. 10152 Prescribing Regulations Relating to Incentive Pay for the Performance of Hazardous Duty"
Dwight D. Eisenhower,"October 26, 1956","Executive Order 10683—Including Certain Lands in the Cherokee National Forest"
Dwight D. Eisenhower,"October 26, 1956","Executive Order 10684—Including Certain Lands in the Cherokee National Forest"
Dwight D. Eisenhower,"October 27, 1956","Executive Order 10685—Providing for the Administration of the Agricultural Trade Development and Assistance Act of 1954 as Amended"
Dwight D. Eisenhower,"November 1, 1956","Executive Order 10686—Amendment of Executive Order No. 10154 Designating Certain Officers of the Post Office Department To Act as Postmaster General"
Dwight D. Eisenhower,"November 16, 1956","Executive Order 10687—Suspension of a Portion of Section 5762(a) of Title 10 of the United States Code Relating to the Recommendation of Officers for Promotion to Certain Grades"
Dwight D. Eisenhower,"November 16, 1956","Executive Order 10688—Restoring Certain Lands Comprising Portions of the Waianae-Kai Military Reservation to the Jurisdiction of the Territory of Hawaii"
Dwight D. Eisenhower,"November 22, 1956","Executive Order 10689—Creating a Board of Inquiry To Report on Certain Labor Disputes Affecting the Maritime Industry of the United States"
Dwight D. Eisenhower,"November 23, 1956","Executive Order 10690—Suspension of Compliance With Certain Statutory Provisions Relating to Employment in the Canal Zone"
Dwight D. Eisenhower,"December 5, 1956","Executive Order 10691—Creating an Emergency Board To Investigate a Dispute Between the Spokane Portland & Seattle Railway Company and Certain of Its Employees Represented by the Brotherhood of Locomotive Engineers"
Dwight D. Eisenhower,"December 22, 1956","Executive Order 10693—Creating an Emergency Board To Investigate Disputes Between the Akron & Barberton Belt Railroad and Other Carriers and Certain of Their Employees"
Dwight D. Eisenhower,"December 22, 1956","Executive Order 10692—Amendment of Executive Order No. 9080 To Provide for the Designation of Members of the Joint Mexican-United States Defense Commission by the Secretary of Defense"
Dwight D. Eisenhower,"January 1, 1955","Executive Order 10585—Designating the Date of Termination of Combatant Activities in Korea and Waters Adjacent Thereto"
Dwight D. Eisenhower,"January 13, 1955","Executive Order 10586—Designating Certain Officers To Act as Secretary of the Treasury"
Dwight D. Eisenhower,"January 13, 1955","Executive Order 10587—Administration of Section 32(h) of the Trading With the Enemy Act"
Dwight D. Eisenhower,"January 14, 1955","Executive Order 10588—Establishing the President's Commission on Veterans' Pensions"
Dwight D. Eisenhower,"January 15, 1955","Executive Order 10589—Amendment of Executive Order No. 6783 of June 30 1934 Creating the Quetico-Superior Committee"
Dwight D. Eisenhower,"January 18, 1955","Executive Order 10590—Establishing the President's Committee on Government Employment Policy"
Dwight D. Eisenhower,"January 20, 1955","Executive Order 10591—Waiving the Age Requirements To Permit Otto K. Olesen To Compete in the Competitive Civil-Service Examination for the Position of Postmaster at Los Angeles California"
Dwight D. Eisenhower,"January 21, 1955","Executive Order 10592—Amendment of Executive Order No. 10524 of March 31 1954 Delegating Certain Functions of the President Respecting School-Construction Assistance"
Dwight D. Eisenhower,"January 27, 1955","Executive Order 10593—Amending Executive Order No. 10296 as Amended To Authorize the Director of the Office of Defense Mobilization To Perform Additional Functions of the President"
Dwight D. Eisenhower,"January 31, 1955","Executive Order 10594—Amending the Selective Service Regulations"
Dwight D. Eisenhower,"February 7, 1955","Executive Order 10595—Amendment of Executive Order No. 9746 of July 1 1946 Relating to the Panama Canal and the Canal Zone"
Dwight D. Eisenhower,"February 15, 1955","Executive Order 10596—Revocation of Executive Order No. 9908 of December 5 1947"
Dwight D. Eisenhower,"February 15, 1955","Executive Order 10597—Providing for the Restoration of Certain Lands to Kaakaukukui Honolulu Hawaii to the Jurisdiction of the Territory of Hawaii and Transfer of Title Thereto to the Territory"
Dwight D. Eisenhower,"February 28, 1955","Executive Order 10598—Amending Executive Order No. 10483 Establishing the Operations Coordinating Board"
Dwight D. Eisenhower,"March 14, 1955","Executive Order 10599—Designating the Honorable A. Cecil Snyder To Act Under Certain Circumstances as Judge of the United States District Court for the District of Puerto Rico During the Year 1955"
Dwight D. Eisenhower,"March 15, 1955","Executive Order 10600—Amending Executive Order No. 9260 of October 29 1942 Entitled "Legion of Merit""
Dwight D. Eisenhower,"March 21, 1955","Executive Order 10601—Administration of Commodity Set-Aside"
Dwight D. Eisenhower,"March 23, 1955","Executive Order 10602—Designating the Secretary of the Interior as the Representative of the President To Approve the Obligation and Expenditure of Certain Moneys by the Government of the Virgin Islands"
Dwight D. Eisenhower,"April 19, 1955","Executive Order 10603—Amendment of Executive Order No. 10309 Providing for the Restoration of Possession Use and Control of Certain Lands Reserved for Military Purposes to the Territory of Hawaii and Transfer of Title to Such Lands to the Territory"
Dwight D. Eisenhower,"April 22, 1955","Executive Order 10605—Amendment of Executive Order No. 10119 of March 27 1950 Prescribing Regulations Governing the Payment of Basic Allowances for Subsistence to Members of the Uniformed Services"
Dwight D. Eisenhower,"April 22, 1955","Executive Order 10604—Delegating to the Director of the Bureau of the Budget the Authority of the President To Approve Regulations Relating to the Operation of Vending Stands on Federal Property by Blind Persons"
Dwight D. Eisenhower,"May 3, 1955","Executive Order 10606—Inspection of Income Excess-Profits Declared-Value Excess-Profits Capital-Stock Estate and Gift Tax Returns by the Senate Committee on Government Operations"
Dwight D. Eisenhower,"May 3, 1955","Executive Order 10607—Inspection of Income Excess-Profits Declared-Value Excess-Profits Capital-Stock Estate and Gift Tax Returns by the Committee on Government Operations House of Representatives"
Dwight D. Eisenhower,"May 5, 1955","Executive Order 10608—United States Authority and Functions in Germany"
Dwight D. Eisenhower,"May 7, 1955","Executive Order 10609—Delegating to the Secretary of State Authority To Appoint Alternate United States Commissioners to the Caribbean Commission"
